id,observed_on_string,time_observed_at,user_login,url,image_url,Location details,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,tree species,percent canopy cover,tree diameter-centimeters,lichen percent north,lichen percent east,lichen percent south,lichen percent west,lichen air quality index score,bark ph,Comments
64313644,Fri Nov 06 2020 14:12:28 GMT-0500 (EST),2020-11-06 19:12:28 UTC,chelsea_kd,https://www.inaturalist.org/observations/64313644,https://inaturalist-open-data.s3.amazonaws.com/photos/103377290/medium.jpg,"Greensboro College, Greensboro, NC, US",36.071575,-79.80090333,,Lecanoromycetes,common lichens,Fungi,Carya glabra,2.39,85.4,50,55,5,5,6,6,
64313679,11/6/2020,,cmporter,https://www.inaturalist.org/observations/64313679,https://inaturalist-open-data.s3.amazonaws.com/photos/103377347/medium.jpg,Greensboro College,36.071,-79.800263,Common Lichens,Lecanoromycetes,common lichens,Fungi,Cedrus Atlantica,26.4,122.3,84,17,0,1,6,5,
64313943,Fri Nov 06 2020 14:18:33 GMT-0500 (EST),2020-11-06 19:18:33 UTC,chelsea_kd,https://www.inaturalist.org/observations/64313943,https://inaturalist-open-data.s3.amazonaws.com/photos/103377976/medium.jpg,"Greensboro College, Greensboro, NC, US",36.0710305,-79.80076667,,Lecanoromycetes,common lichens,Fungi,Acer saccharum,25.48,41,3,1,1,7,,6,
64314283,Fri Nov 06 2020 14:23:38 GMT-0500 (EST),2020-11-06 19:23:38 UTC,chelsea_kd,https://www.inaturalist.org/observations/64314283,https://inaturalist-open-data.s3.amazonaws.com/photos/103378467/medium.jpg,"Greensboro College, Greensboro, NC, US",36.0709195,-79.80073667,,Lecanoromycetes,common lichens,Fungi,Acer saccharum,50.24,33.1,0,3,5,0,1,6,
64314333,11/6/2020,,desreeoseibonsu,https://www.inaturalist.org/observations/64314333,https://static.inaturalist.org/photos/103378545/medium.jpeg,Greensboro College,36.07189444,-79.80020833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus Pinus,88,76,10,0,0,4,6,,
64314410,11/6/2020,,desreeoseibonsu,https://www.inaturalist.org/observations/64314410,,Greensboro College,36.07189444,-79.80020833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus Phellos,88,106,97,80,5,10,6,,
64314510,11/6/2020,,desreeoseibonsu,https://www.inaturalist.org/observations/64314510,https://static.inaturalist.org/photos/103378907/medium.jpeg,Greensboro College,36.07189444,-79.80020833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer Saccharinum,88,90.5,15,90,90,0,6,,
64327175,Wed Oct 21 2020 14:31:59 GMT-0400 (EDT),2020-10-21 18:31:59 UTC,katherine484,https://www.inaturalist.org/observations/64327175,https://static.inaturalist.org/photos/103400428/medium.jpg,"Siena College, Albany, NY, US",42.72179667,-73.74677167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Sweet Birch,50.8,31,8,28,13,6,3,,
64327436,Wed Oct 21 2020 14:53:45 GMT-0400 (EDT),2020-10-21 18:53:45 UTC,katherine484,https://www.inaturalist.org/observations/64327436,https://static.inaturalist.org/photos/103400849/medium.jpg,"Schuyler Meadows Club, Albany, NY, US",42.72186333,-73.74486333,common lichens,Lecanoromycetes,common lichens,Fungi,Chestnut Oak,89,44,6,2,4,10,6,,
64375515,Thu Nov 05 2020 12:04:12 GMT-0500 (EST),2020-11-05 17:04:12 UTC,hannah_casey,https://www.inaturalist.org/observations/64375515,https://static.inaturalist.org/photos/103485305/medium.jpg,"Old North Rd, Colebrook, CT, US",41.97050833,-73.087075,Common Lichens,Flavopunctelia soredica,Powder-edged Speckled Greenshield,Fungi,Acer sp.,90,50,80,20,20,10,6,,
64376600,Thu Nov 05 2020 12:12:45 GMT-0500 (EST),2020-11-05 17:12:45 UTC,hannah_casey,https://www.inaturalist.org/observations/64376600,https://static.inaturalist.org/photos/103487477/medium.jpg,"Old North Rd, Colebrook, CT, US",41.97092,-73.08686117,Common Lichens,Phlyctis argena,Whitewash Lichen,Fungi,Acer sp.,5,45,25,10,5,10,6,,
64385977,Sat Nov 07 2020 15:33:45 GMT-0500 (EST),2020-11-07 20:33:45 UTC,om22bigg,https://www.inaturalist.org/observations/64385977,https://inaturalist-open-data.s3.amazonaws.com/photos/103503611/medium.jpg,"Normanskill Rd, Slingerlands, NY, US",42.66443578,-73.90183372,,Lecanoromycetes,common lichens,Fungi,Fraxinus americana,30,49.5,86,72,43,61,6,,
64388772,Sat Nov 07 2020 16:01:25 GMT-0500 (EST),2020-11-07 21:01:25 UTC,om22bigg,https://www.inaturalist.org/observations/64388772,https://inaturalist-open-data.s3.amazonaws.com/photos/103508360/medium.jpg,"Normanskill Rd, Slingerlands, NY, US",42.66423466,-73.90193947,,Lecanoromycetes,common lichens,Fungi,Carya cordiformo,0,54,30,11,2,15,6,,
64389391,Sat Nov 07 2020 16:14:10 GMT-0500 (EST),2020-11-07 21:14:10 UTC,om22bigg,https://www.inaturalist.org/observations/64389391,https://inaturalist-open-data.s3.amazonaws.com/photos/103509378/medium.jpg,"Normanskill Rd, Slingerlands, NY, US",42.66420535,-73.90127921,,Lecanoromycetes,common lichens,Fungi,Carpinus caroliniana,0,47.25,56,29,3,54,3,,
64389859,Sat Nov 07 2020 16:20:29 GMT-0500 (EST),2020-11-07 21:20:29 UTC,om22bigg,https://www.inaturalist.org/observations/64389859,https://inaturalist-open-data.s3.amazonaws.com/photos/103510213/medium.jpg,"Normanskill Rd, Slingerlands, NY, US",42.66411995,-73.90134159,Common Lichens,Lecanoromycetes,common lichens,Fungi,Ostraya virginiana,0,57,15,32,10,11,3,,
64390408,Sat Nov 07 2020 16:28:45 GMT-0500 (EST),2020-11-07 21:28:45 UTC,om22bigg,https://www.inaturalist.org/observations/64390408,https://inaturalist-open-data.s3.amazonaws.com/photos/103517409/medium.jpg,"Normanskill Rd, Slingerlands, NY, US",42.66410135,-73.90173636,,Lecanoromycetes,common lichens,Fungi,Carya ovata,0,48,12,18,4,8,3,,
64531682,Mon Nov 09 2020 12:25:33 GMT-0500 (EST),2020-11-09 17:25:33 UTC,megan_o_brien,https://www.inaturalist.org/observations/64531682,https://static.inaturalist.org/photos/103763043/medium.jpg,"Adams Crossing Rd, East Nassau, NY, US",42.493722,-73.44641504,Common Lichens,Lecanoromycetes,common lichens,Fungi,Eastern white pine,4.75,71,16,81,6,8,9,,
64533111,Mon Nov 09 2020 12:48:24 GMT-0500 (EST),2020-11-09 17:48:24 UTC,megan_o_brien,https://www.inaturalist.org/observations/64533111,https://static.inaturalist.org/photos/103765532/medium.jpg,"Adams Crossing Rd, East Nassau, NY, US",42.49387986,-73.44628074,Common Lichens,Lecanoromycetes,common lichens,Fungi,White swamp oak,0.05,31.75,1,38,32,28,6,,
64533304,Mon Nov 09 2020 12:51:20 GMT-0500 (EST),2020-11-09 17:51:20 UTC,megan_o_brien,https://www.inaturalist.org/observations/64533304,https://static.inaturalist.org/photos/103765880/medium.jpg,"Adams Crossing Rd, East Nassau, NY, US",42.4935526,-73.44672624,Common Lichens,Lecanoromycetes,common lichens,Fungi,Northern red oak,0.01,68.6,59,23,0,25,6,,
64535235,Mon Nov 09 2020 13:21:50 GMT-0500 (EST),2020-11-09 18:21:50 UTC,megan_o_brien,https://www.inaturalist.org/observations/64535235,https://static.inaturalist.org/photos/103769503/medium.jpg,"Adams Crossing Rd, East Nassau, NY, US",42.49363635,-73.44634911,,Lecanoromycetes,common lichens,Fungi,Sugar maple,0.06,38.8,25,30,29,8,9,,
64548839,Fri Nov 06 2020 13:39:11 GMT-0500 (EST),2020-11-06 18:39:11 UTC,michael_tram,https://www.inaturalist.org/observations/64548839,https://static.inaturalist.org/photos/103790883/medium.jpg,"Siena College, Albany, NY, US",42.72042329,-73.75278703,Common Lichens,Lecanoromycetes,common lichens,Fungi,Red maple,83.7,18.2,81,19,49,92,6,,
64560421,Sat Nov 07 2020 15:54:22 GMT-0500 (EST),2020-11-07 20:54:22 UTC,am30hill,https://www.inaturalist.org/observations/64560421,https://inaturalist-open-data.s3.amazonaws.com/photos/103810444/medium.jpg,"Siena College, Albany, NY, US",42.72110333,-73.74669667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Carya ovata,0,147.32,78,28,14,0,9,,
64560729,Mon Nov 02 2020 15:30:46 GMT-0500 (EST),2020-11-02 20:30:46 UTC,hlarcom,https://www.inaturalist.org/observations/64560729,https://inaturalist-open-data.s3.amazonaws.com/photos/103918889/medium.jpg,"Centennial Park, Findlay, OH, US",41.042,-83.639,Common Lichens,Flavoparmelia caperata,common greenshield lichen,Fungi,Acer sacscharinum,0.9999,58.5,43,75,76,67,6,,
64560740,Sat Nov 07 2020 16:01:32 GMT-0500 (EST),2020-11-07 21:01:32 UTC,am30hill,https://www.inaturalist.org/observations/64560740,https://inaturalist-open-data.s3.amazonaws.com/photos/103811090/medium.jpg,"Siena College, Albany, NY, US",42.720055,-73.74828333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Bur Oak,68,126.49,4,55,38,69,3,,
64561515,Wed Oct 21 2020 15:00:26 GMT-0400 (EDT),2020-10-21 19:00:26 UTC,katherine484,https://www.inaturalist.org/observations/64561515,https://static.inaturalist.org/photos/103812691/medium.jpg,"Albany, NY, US",42.72219667,-73.74587167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer rubrum,29.52,54,7,32,1,2,6,,
64561525,Sat Nov 07 2020 16:10:27 GMT-0500 (EST),2020-11-07 21:10:27 UTC,am30hill,https://www.inaturalist.org/observations/64561525,https://inaturalist-open-data.s3.amazonaws.com/photos/103812737/medium.jpg,"Siena College, Albany, NY, US",42.71688,-73.74970333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Norway Maple,81,101.77,63,32,18,0,9,,
64561656,Mon Nov 02 2020 16:19:11 GMT-0500 (EST),2020-11-02 21:19:11 UTC,hlarcom,https://www.inaturalist.org/observations/64561656,https://inaturalist-open-data.s3.amazonaws.com/photos/103812918/medium.jpg,"Carnahan Ave, Findlay, OH, US",41.04218617,-83.63373667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharinum,0.9999,78,49,19,8,32,6,,
64561814,Mon Nov 02 2020 17:13:23 GMT-0500 (EST),2020-11-02 22:13:23 UTC,hlarcom,https://www.inaturalist.org/observations/64561814,https://inaturalist-open-data.s3.amazonaws.com/photos/103813210/medium.jpg,"Riverside Park, Findlay, OH, US",41.04497217,-83.63185833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharinum,0.9999,95.5,67,76,51,62,6,,
64562071,Wed Nov 04 2020 15:21:10 GMT-0500 (EST),2020-11-04 20:21:10 UTC,hlarcom,https://www.inaturalist.org/observations/64562071,https://inaturalist-open-data.s3.amazonaws.com/photos/103813883/medium.jpg,"Bright Rd, Findlay, OH, US",41.0382695,-83.61198333,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharinum,0.9999,37.1,9,70,51,7,6,,
64562118,Sat Nov 07 2020 16:24:41 GMT-0500 (EST),2020-11-07 21:24:41 UTC,am30hill,https://www.inaturalist.org/observations/64562118,https://inaturalist-open-data.s3.amazonaws.com/photos/103813927/medium.jpg,"Siena College, Albany, NY, US",42.71913667,-73.7545,Common Lichens,Lecanoromycetes,common lichens,Fungi,Sugar Maple,38,117.6,68,17,21,14,6,,
64562257,Wed Oct 21 2020 14:06:25 GMT-0400 (EDT),2020-10-21 18:06:25 UTC,katherine484,https://www.inaturalist.org/observations/64562257,https://static.inaturalist.org/photos/103814253/medium.jpg,"Siena College, Albany, NY, US",42.72155833,-73.74724667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus alba,67.01,59,52,28,33,42,6,,
64562309,10/30/2020,,overends,https://www.inaturalist.org/observations/64562309,https://inaturalist-open-data.s3.amazonaws.com/photos/103814327/medium.jpeg,,,,Common Greenshield Lichen,Flavoparmelia caperata,common greenshield lichen,Fungi,Acer saccharum,9999,4.6,18,,,,6,,
64562321,Wed Nov 04 2020 16:00:47 GMT-0500 (EST),2020-11-04 21:00:47 UTC,hlarcom,https://www.inaturalist.org/observations/64562321,https://inaturalist-open-data.s3.amazonaws.com/photos/103814410/medium.jpg,"Riley Creek, Findlay, OH, US",41.03805283,-83.61146667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharinum,0.9999,51.7,69,32,46,38,6,,
64562487,Thu Nov 05 2020 11:39:27 GMT-0500 (EST),2020-11-05 16:39:27 UTC,hlarcom,https://www.inaturalist.org/observations/64562487,https://inaturalist-open-data.s3.amazonaws.com/photos/103814793/medium.jpg,"Riley Creek, Findlay, OH, US",41.03793333,-83.61081667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharinum,0.9999,35.6,91,80,50,50,6,,
64562517,10/30/2020,,overends,https://www.inaturalist.org/observations/64562517,https://inaturalist-open-data.s3.amazonaws.com/photos/103814801/medium.jpeg,Reick Center ,40.955754,-83.547992,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer saccharum,,4.6,18,,,,6,,
64562761,10/30/2020,,overends,https://www.inaturalist.org/observations/64562761,https://inaturalist-open-data.s3.amazonaws.com/photos/103815186/medium.jpeg,Reick Center ,40.955754,-83.547992,Common Lichens,Lecanoromycetes,common lichens,Fungi,Celtis occidetalis,,85.5,21,,,,6,,
64563036,10/30/2020,,overends,https://www.inaturalist.org/observations/64563036,,Reick Center ,40.955754,-83.547992,Common Greenshield Lichen,Flavoparmelia caperata,common greenshield lichen,Fungi,Acer saccharum,,6.5,33,,,,6,,
64563110,10/30/2020,,overends,https://www.inaturalist.org/observations/64563110,,Reick Center ,40.955754,-83.547992,Pyxine Lichen,Pyxine sorediata,Pyxine Lichen,Fungi,Acer saccharum,,6.5,33,,,,,,
64563197,10/30/2020,,overends,https://www.inaturalist.org/observations/64563197,,Reick Center ,40.955754,-83.547992,Pyxine subcinerea,Pyxine subcinerea,mustard lichen,Fungi,Celtis occidetalis,,21.2,27,,,,6,,
64563309,10/30/2020,,overends,https://www.inaturalist.org/observations/64563309,,Reick Center ,40.955754,-83.547992,Common Greenshield Lichen,Flavoparmelia caperata,common greenshield lichen,Fungi,Celtis occidetalis,,21.2,27,,,,6,,
64563369,10/30/2020,,overends,https://www.inaturalist.org/observations/64563369,,Reick Center ,40.955754,-83.547992,Pyxine Lichen,Pyxine sorediata,Pyxine Lichen,Fungi,Celtis occidetalis,,21.2,27,,,,6,,
64563430,10/30/2020,,overends,https://www.inaturalist.org/observations/64563430,,Reick Center ,40.955754,-83.547992,Pyxine subcinerea,Pyxine subcinerea,mustard lichen,Fungi,Tilia americana,,21.7,35,,,,6,,
64563503,10/30/2020,,overends,https://www.inaturalist.org/observations/64563503,,Reick Center ,40.955754,-83.547992,Pyxine Lichen,Pyxine sorediata,Pyxine Lichen,Fungi,Tilia americana,,21.7,35,,,,6,,
64563532,10/30/2020,,overends,https://www.inaturalist.org/observations/64563532,,Reick Center ,40.955754,-83.547992,Common Greenshield Lichen,Flavoparmelia caperata,common greenshield lichen,Fungi,Tilia americana,,21.7,35,,,,6,,
64563586,10/30/2020,,overends,https://www.inaturalist.org/observations/64563586,,Reick Center ,40.955754,-83.547992,Pyxine subcinerea,Pyxine subcinerea,mustard lichen,Fungi,Acer saccharum,,21.5,40,,,,6,,
64563689,10/30/2020,,overends,https://www.inaturalist.org/observations/64563689,,Reick Center ,40.955754,-83.547992,Common Greenshield Lichen,Flavoparmelia caperata,common greenshield lichen,Fungi,Acer saccharum,,21.5,40,,,,6,,
64563772,10/30/2020,,overends,https://www.inaturalist.org/observations/64563772,,Reick Center ,40.955754,-83.547992,Pyxine subcinerea,Pyxine subcinerea,mustard lichen,Fungi,Fraxinus pennsylvanica,,27.8,7,,,,6,,
64563840,10/30/2020,,overends,https://www.inaturalist.org/observations/64563840,,Reick Center ,40.955754,-83.547992,Pyxine subcinerea,Pyxine subcinerea,mustard lichen,Fungi,Fagus grandifolia,,10.7,31,,,,6,,
64563884,Fri Nov 06 2020 12:57:15 GMT-0500 (EST),2020-11-06 17:57:15 UTC,andrew_rophael,https://www.inaturalist.org/observations/64563884,https://static.inaturalist.org/photos/103817083/medium.jpg,"Siena College, Albany, NY, US",42.71966553,-73.7514836,common lichens,Lecanoromycetes,common lichens,Fungi,Northern Red Oak,73..15,64.8,100,87,17,15,6,,
64563917,Wed Oct 21 2020 15:06:02 GMT-0400 (EDT),2020-10-21 19:06:02 UTC,katherine484,https://www.inaturalist.org/observations/64563917,https://static.inaturalist.org/photos/103817151/medium.jpg,"Schuyler Meadows Club, Albany, NY, US",42.72161167,-73.74328667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer rubrum,22,60,6,1,4,0,6,,
64563959,10/30/2020,,overends,https://www.inaturalist.org/observations/64563959,,Reick Center ,40.955754,-83.547992,Punctelia perreticulata,Punctelia perreticulata,Powdered Speckleback Lichen,Fungi,Fagus grandifolia,,10.7,31,,,,6,,
64564017,10/30/2020,,overends,https://www.inaturalist.org/observations/64564017,,Reick Center ,40.955754,-83.547992,Salted Starburst Lichen,Imshaugia aleurites,Salted Starburst Lichen,Fungi,Fagus grandifolia,,10.7,31,,,,6,,
64564203,10/30/2020,,overends,https://www.inaturalist.org/observations/64564203,,Reick Center ,40.955754,-83.547992,Pyxine subcinerea,Pyxine subcinerea,mustard lichen,Fungi,Prunus serotina,,14.9,50,,,,6,,
64564238,10/30/2020,,overends,https://www.inaturalist.org/observations/64564238,,Reick Center ,40.955754,-83.547992,Punctelia perreticulata,Punctelia perreticulata,Powdered Speckleback Lichen,Fungi,Prunus serotina,,14.9,50,,,,6,,
64564289,10/30/2020,,overends,https://www.inaturalist.org/observations/64564289,,Reick Center ,40.955754,-83.547992,Salted Starburst Lichen,Imshaugia aleurites,Salted Starburst Lichen,Fungi,Prunus serotina,,14.9,50,,,,6,,
64564348,10/30/2020,,overends,https://www.inaturalist.org/observations/64564348,,Reick Center ,40.955754,-83.547992,Smooth Axil-bristle Lichen,Myelochroa galbina,Smooth Axil-bristle Lichen,Fungi,Ulmus americana,,16.9,29,,,,6,,
64564463,10/30/2020,,overends,https://www.inaturalist.org/observations/64564463,,Reick Center ,40.955754,-83.547992,Shaggy-fringe Lichen,Anaptychia palmulata,Shaggy-fringe Lichen,Fungi,Ulmus americana,,16.9,29,,,,6,,
64564516,10/30/2020,,overends,https://www.inaturalist.org/observations/64564516,,Reick Center ,40.955754,-83.547992,Common Greenshield Lichen,Flavoparmelia caperata,common greenshield lichen,Fungi,Fraxinus pennsylvanica,,9.3,44,,,,6,,
64570241,Fri Nov 06 2020 13:35:26 GMT-0500 (EST),2020-11-06 18:35:26 UTC,matthew_dolinar,https://www.inaturalist.org/observations/64570241,https://static.inaturalist.org/photos/103828165/medium.jpg,"Siena College, Albany, NY, US",42.72043674,-73.75296523,,Lecanoromycetes,common lichens,Fungi,Red Maple,96.8,14.4,27,63,14,2,6,,
64605749,Tue Nov 10 2020 11:31:10 GMT-0500 (EST),2020-11-10 16:31:10 UTC,trevinas,https://www.inaturalist.org/observations/64605749,https://inaturalist-open-data.s3.amazonaws.com/photos/103888898/medium.jpg,"Siena College, Albany, NY, US",42.71973061,-73.75192093,Common Lichens,Parmeliaceae,shield lichens and allies,Fungi,Quercus rubra,72,34.6,12,25,4,15,6,,
64606072,Tue Nov 10 2020 11:39:46 GMT-0500 (EST),2020-11-10 16:39:46 UTC,michaelamo,https://www.inaturalist.org/observations/64606072,https://inaturalist-open-data.s3.amazonaws.com/photos/103890538/medium.jpg,"Magog Rd, Palmyra, NY, US",43.04435376,-77.27859565,Common Lichens,Lecanoromycetes,common lichens,Fungi,Cherry birch,0,83.8,0,0,76,4,6,,
64606171,Tue Nov 10 2020 11:39:02 GMT-0500 (EST),2020-11-10 16:39:02 UTC,christinejacob,https://www.inaturalist.org/observations/64606171,https://inaturalist-open-data.s3.amazonaws.com/photos/103889648/medium.jpg,"Siena College, Albany, NY, US",42.71954822,-73.75188237,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus rubra,82,61.8,36,30,4,21,6,,
64606716,Tue Nov 10 2020 11:51:31 GMT-0500 (EST),2020-11-10 16:51:31 UTC,christinejacob,https://www.inaturalist.org/observations/64606716,https://inaturalist-open-data.s3.amazonaws.com/photos/103892007/medium.jpg,"Siena College, Albany, NY, US",42.71987692,-73.75197583,Common Lichens,Lecanoromycetes,common lichens,Fungi,Carpinus caroliniana,61,27.1,12,6,4,15,6,,
64607526,Tue Nov 10 2020 11:46:57 GMT-0500 (EST),2020-11-10 16:46:57 UTC,trevinas,https://www.inaturalist.org/observations/64607526,https://inaturalist-open-data.s3.amazonaws.com/photos/103892333/medium.jpg,"Siena College, Albany, NY, US",42.71975261,-73.75193928,Common Lichens,Lecanoromycetes,common lichens,Fungi,Carpinus caroliniana,68,28.9,15,21,9,6,6,,
64607791,Tue Nov 10 2020 12:06:53 GMT-0500 (EST),2020-11-10 17:06:53 UTC,trevinas,https://www.inaturalist.org/observations/64607791,https://inaturalist-open-data.s3.amazonaws.com/photos/103892845/medium.jpg,"Siena College, Albany, NY, US",42.72054479,-73.75194197,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus rubra,78,23.7,9,20,60,25,6,,
64608215,Tue Nov 10 2020 11:58:55 GMT-0500 (EST),2020-11-10 16:58:55 UTC,christinejacob,https://www.inaturalist.org/observations/64608215,https://inaturalist-open-data.s3.amazonaws.com/photos/103893482/medium.jpg,"Siena College, Albany, NY, US",42.72061846,-73.75209653,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus rubra,81,25.3,30,28,36,2,6,,
64608430,Tue Nov 10 2020 12:17:18 GMT-0500 (EST),2020-11-10 17:17:18 UTC,trevinas,https://www.inaturalist.org/observations/64608430,https://inaturalist-open-data.s3.amazonaws.com/photos/103893821/medium.jpg,"Siena College, Albany, NY, US",42.72040284,-73.7529457,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer rubrum,82,13.9,28,6,4,16,3,,
64608975,Tue Nov 10 2020 12:22:17 GMT-0500 (EST),2020-11-10 17:22:17 UTC,christinejacob,https://www.inaturalist.org/observations/64608975,https://inaturalist-open-data.s3.amazonaws.com/photos/103894641/medium.jpg,"Siena College, Albany, NY, US",42.72037195,-73.75295877,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer rubrum,83,14.2,20,10,15,9,3,,
64609303,Tue Nov 10 2020 12:31:37 GMT-0500 (EST),2020-11-10 17:31:37 UTC,christinejacob,https://www.inaturalist.org/observations/64609303,https://inaturalist-open-data.s3.amazonaws.com/photos/103895155/medium.jpg,"Siena College, Albany, NY, US",42.72077751,-73.75216794,Common Lichens,Lecanoromycetes,common lichens,Fungi,Carya ovata,59,25.4,36,10,12,9,6,,
64609507,Tue Nov 10 2020 12:37:58 GMT-0500 (EST),2020-11-10 17:37:58 UTC,trevinas,https://www.inaturalist.org/observations/64609507,https://inaturalist-open-data.s3.amazonaws.com/photos/103895513/medium.jpg,"Siena College, Albany, NY, US",42.72103052,-73.75225453,Common Lichens,Lecanoromycetes,common lichens,Fungi,Carya ovata,53,35.7,42,25,15,2,6,,
64619181,Sun Oct 25 2020 12:41:07 GMT-0400 (EDT),2020-10-25 16:41:07 UTC,julianna99,https://www.inaturalist.org/observations/64619181,https://inaturalist-open-data.s3.amazonaws.com/photos/103912276/medium.jpg,"NY-385, Catskill, NY, US",42.24570121,-73.84294246,Common Lichens,Lecanoromycetes,common lichens,Fungi,Northern Red Oak,,106.7,20,31,1,15,6,,
64619667,Tue Nov 10 2020 14:26:31 GMT-0500 (EST),2020-11-10 19:26:31 UTC,julianna99,https://www.inaturalist.org/observations/64619667,https://inaturalist-open-data.s3.amazonaws.com/photos/103913187/medium.jpg,"Jefferson Heights, Catskill, NY, US",42.23715481,-73.8861434,Common Lichens,Lecanoromycetes,common lichens,Fungi,Purple Leaf Cherry Plum,,9.13,11,0,10,20,6,,
64619806,Sun Oct 25 2020 12:56:29 GMT-0400 (EDT),2020-10-25 16:56:29 UTC,julianna99,https://www.inaturalist.org/observations/64619806,https://inaturalist-open-data.s3.amazonaws.com/photos/103913449/medium.jpg,"NY-385, Catskill, NY, US",42.2457679,-73.84316108,Common Lichens,Lecanoromycetes,common lichens,Fungi,Northern Red Oak,,49.8,5,35,50,26,6,,
64619976,Sun Oct 25 2020 13:22:22 GMT-0400 (EDT),2020-10-25 17:22:22 UTC,julianna99,https://www.inaturalist.org/observations/64619976,https://inaturalist-open-data.s3.amazonaws.com/photos/103913760/medium.jpg,"NY-385, Catskill, NY, US",42.24560213,-73.84297138,Common Lichens,Lecanoromycetes,common lichens,Fungi,Black Cherry,,56.5,53,57,76,44,6,,
64620258,Sun Oct 25 2020 13:37:52 GMT-0400 (EDT),2020-10-25 17:37:52 UTC,julianna99,https://www.inaturalist.org/observations/64620258,https://inaturalist-open-data.s3.amazonaws.com/photos/103914286/medium.jpg,"NY-385, Catskill, NY, US",42.24577282,-73.84314223,Common Lichens,Lecanoromycetes,common lichens,Fungi,Eastern Cottonwood,,110.7,0,83,63,20,6,,
64621078,Tue Nov 10 2020 11:31:59 GMT-0500 (EST),2020-11-10 16:31:59 UTC,christian_gueits,https://www.inaturalist.org/observations/64621078,https://static.inaturalist.org/photos/103915729/medium.jpg,"Siena College, Albany, NY, US",42.71999667,-73.75161167,Common Lichens,Lecanoromycetes,common lichens,Fungi,Malus Coronaria,0.04,21.5,18,7,7,21,6,,
64621547,Tue Nov 10 2020 11:59:16 GMT-0500 (EST),2020-11-10 16:59:16 UTC,christian_gueits,https://www.inaturalist.org/observations/64621547,https://static.inaturalist.org/photos/103916443/medium.jpg,"Siena College, Albany, NY, US",42.72205333,-73.74974667,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus palustris,0.03,19,11,10,6,2,6,,
64622437,Sun Oct 25 2020 13:49:57 GMT-0400 (EDT),2020-10-25 17:49:57 UTC,mackenzie99p,https://www.inaturalist.org/observations/64622437,https://static.inaturalist.org/photos/103918107/medium.jpg,"NY-385, Catskill, NY, US",42.24578232,-73.8431799,Common Lichens,Lecanoromycetes,common lichens,Fungi,Paper Birch,,61,12,52,0,23,6,,
64622598,Tue Nov 10 2020 12:08:17 GMT-0500 (EST),2020-11-10 17:08:17 UTC,christian_gueits,https://www.inaturalist.org/observations/64622598,https://static.inaturalist.org/photos/103918352/medium.jpg,"Siena College, Albany, NY, US",42.72221167,-73.750045,Common Lichens,Lecanoromycetes,common lichens,Fungi,Quercus palustris,7.65,53.5,32,30,85,74,6,,
64622697,Tue Nov 10 2020 13:12:27 GMT-0500 (EST),2020-11-10 18:12:27 UTC,christian_gueits,https://www.inaturalist.org/observations/64622697,https://static.inaturalist.org/photos/103918536/medium.jpg,"Siena College, Albany, NY, US",42.71715833,-73.75142,Common Lichens,Lecanoromycetes,common lichens,Fungi,Acer rubrum,0.06,57.5,98,97,52,48,6,,
64622791,Tue Nov 10 2020 13:23:44 GMT-0500 (EST),2020-11-10 18:23:44 UTC,christian_gueits,https://www.inaturalist.org/observations/64622791,https://static.inaturalist.org/photos/103918745/medium.jpg,"Siena College, Albany, NY, US",42.71707167,-73.75118833,Common Lichens,Lecanoromycetes,common lichens,Fungi,Carya ovara,0.04,34.2,92,95,82,74,6,,
64622912,Sun Oct 25 2020 14:23:16 GMT-0400 (EDT),2020-10-25 18:23:16 UTC,mackenzie99p,https://www.inaturalist.org/observations/64622912,https://static.inaturalist.org/photos/103918949/medium.jpg,"NY-385, Catskill, NY, US",42.24577532,-73.84315045,Common Lichens,Lecanoromycetes,common lichens,Fungi,Northern Red Oak,,47.2,33,68,55,31,6,,
